longitude,latitude,total_rooms,median_income,ocean_proximity,median_house_value
-118.95,35.36,2294,2.1078,INLAND,54700
-118.96,35.37,1025,1.9612,INLAND,53400
-118.96,35.36,2285,2.4848,INLAND,54000
-118.97,35.37,1379,1.7197,INLAND,48900
-118.97,35.36,1418,1.5743,INLAND,46700
-118.95,35.32,3480,3.2738,INLAND,78700
-118.98,35.35,496,1.7614,INLAND,33200
-118.99,35.35,1615,1.6632,INLAND,49800
-118.99,35.33,1590,1.6786,INLAND,52900
-118.99,35.32,875,0.9288,INLAND,36600
-119,35.35,2931,2.2155,INLAND,62100
-118.99,35.35,1293,1.1786,INLAND,45600
-119.01,35.35,1354,2.1875,INLAND,58000
-119.01,35.34,1730,3.0208,INLAND,63700
-119.02,35.35,1239,1.983,INLAND,63300
-119.01,35.35,598,1.9125,INLAND,57900
-119.02,35.35,1472,2.2407,INLAND,76000
-119.02,35.34,1463,2.3125,INLAND,65800
-119.03,35.34,3474,2.7256,INLAND,71900
-119.03,35.35,1441,2.6875,INLAND,73700
-119.04,35.35,1607,2.5644,INLAND,73000
-119.04,35.35,4590,3.1753,INLAND,85000
-119.06,35.35,9351,2.575,INLAND,69900
-119.05,35.34,3580,2.6637,INLAND,175000
-119.05,35.33,12707,2.9438,INLAND,87200
-119.05,35.34,2387,4.0529,INLAND,106200
-119.07,35.35,4119,2.4123,INLAND,86200
-119.07,35.34,4201,4.8839,INLAND,134100
-119.12,35.33,8574,5.1036,INLAND,103400
-119.1,35.35,4597,4.0327,INLAND,131000
-119.08,35.34,4070,10.5941,INLAND,245800
-119.08,35.35,892,7.1837,INLAND,176300
-119.09,35.35,2113,8.5325,INLAND,224100
-119.08,35.34,1535,5.4449,INLAND,118500
-119.08,35.34,1474,4.1528,INLAND,130100
-119.1,35.33,6640,6.759,INLAND,170300
-119.08,35.32,11609,5.0012,INLAND,106300
-119.09,35.33,7085,4.997,INLAND,142900
-119.06,35.32,3944,3.569,INLAND,70700
-119.07,35.33,9027,3.406,INLAND,100700
-119.06,35.33,5264,3.8117,INLAND,82800
-119.02,35.34,2861,3.4286,INLAND,71400
-119.02,35.33,3691,2.1553,INLAND,84700
-119.03,35.33,3057,2.7083,INLAND,84700
-119.03,35.34,2221,3.0486,INLAND,68500
-119.01,35.34,973,1.5625,INLAND,46700
-119.01,35.33,1120,1.5429,INLAND,39400
-119,35.33,991,1.9417,INLAND,53800
-119.01,35.33,3068,2.4234,INLAND,63700
-119.02,35.33,2053,2.75,INLAND,65800
-119.02,35.34,1650,1.5357,INLAND,56500
-118.99,35.32,1576,1.6575,INLAND,59500
-118.99,35.3,2248,2.9402,INLAND,56200
-119,35.31,1337,1.6522,INLAND,53300
-119.09,35.3,2821,3.6852,INLAND,109800
-119.04,35.32,37,1.2,INLAND,50000
-119.05,35.32,7035,3.4827,INLAND,93600
-119.04,35.31,2161,4.1957,INLAND,92700
-119.03,35.32,2721,2.5575,INLAND,100200
-119.02,35.32,2927,3.3529,INLAND,82600
-119.05,35.3,10822,4.0631,INLAND,88200
-119.03,35.3,829,4.1484,INLAND,102900
-119.02,35.3,7397,3.6369,INLAND,81600
-119.01,35.32,4870,2.596,INLAND,70000
-119.01,35.31,7092,2.1006,INLAND,74800
-119.01,35.3,8596,3.9054,INLAND,80900
-119.07,35.27,3081,2.5804,INLAND,97900
-119.13,35.22,6268,5.1457,INLAND,118200
-119.01,35.24,80,3.125,INLAND,65000
-119.01,35.28,7011,2.7659,INLAND,77500
-118.99,35.24,282,2.35,INLAND,91700
-118.99,35.27,444,1.1528,INLAND,150000
-118.93,34.82,806,3.5,INLAND,113900
-118.95,34.83,3278,2.9891,INLAND,116500
-118.95,34.81,2817,3.1364,INLAND,123500
-119.15,34.83,8733,4.5724,INLAND,168400
-119.16,34.95,4054,3.0882,INLAND,148200
-118.93,34.82,508,4.0332,INLAND,128300
-119.4,35.06,2213,2.9187,INLAND,52100
-119.45,35.07,973,2.6389,INLAND,30000
-119.42,35.19,890,4.15,INLAND,68200
-119.5,35.27,3827,3.0742,INLAND,57900
-119.48,35.17,116,3.125,INLAND,37500
-119.45,35.16,3437,2.3912,INLAND,52900
-119.46,35.17,4164,2.8323,INLAND,50800
-119.46,35.14,2943,2.5313,INLAND,45800
-119.47,35.14,4190,3.9929,INLAND,88300
-119.45,35.15,5050,3.1592,INLAND,75400
-119.45,35.13,1440,2.3013,INLAND,26600
-119.46,35.13,2745,2.1955,INLAND,26900
-119.47,35.13,4599,2.9952,INLAND,63800
-119.47,35.4,2167,1.9718,INLAND,69800
-119.42,35.4,2585,2.8452,INLAND,104700
-119.12,35.41,5589,4.4561,INLAND,96900
-119.11,35.39,984,3.25,INLAND,88900
-119.12,35.39,1264,4.5903,INLAND,94300
-119.19,35.41,2835,4.4125,INLAND,149000
-119.2,35.37,7383,5.3119,INLAND,157300
-119.12,35.38,1521,4.4196,INLAND,121000
-119.11,35.38,2044,2.9453,INLAND,82800
-119.12,35.37,4527,4.8266,INLAND,146200
-119.18,35.5,1253,2.1635,INLAND,110400
-119.28,35.52,786,2.2321,INLAND,37500
-119.27,35.49,2649,2.3533,INLAND,65400
-119.26,35.5,2536,4.2375,INLAND,78600
-119.27,35.5,1367,2.8269,INLAND,61100
-119.27,35.51,1089,3.2279,INLAND,95800
-119.28,35.5,1923,2.4044,INLAND,65800
-119.28,35.5,3107,1.6944,INLAND,58600
-119.27,35.5,2171,1.7105,INLAND,52100
-119.38,35.49,2304,2.2071,INLAND,64600
-119.34,35.6,1584,2.4961,INLAND,58800
-119.36,35.55,510,2.7,INLAND,125000
-119.35,35.58,1657,1.1903,INLAND,63200
-119.34,35.59,3240,2.3934,INLAND,71900
-119.34,35.6,2143,1.9362,INLAND,59000
-119.33,35.6,2703,1.4619,INLAND,60500
-119.35,35.59,2719,3.176,INLAND,71800
-119.33,35.59,3085,1.7868,INLAND,54100
-119.69,35.62,820,2.1186,INLAND,47500
-119.77,35.65,2403,2.6066,INLAND,80000
-119.14,35.76,735,2.5625,INLAND,156300
-119.29,35.76,3938,2.1295,INLAND,59800
-119.19,35.64,1476,2.6726,INLAND,83300
-119.24,35.68,1885,2.5208,INLAND,58500
-119.22,35.68,2874,1.8843,INLAND,55200
-119.24,35.67,3216,2.0025,INLAND,54700
-119.25,35.78,1513,2.7411,INLAND,59800
-119.25,35.77,1618,1.6786,INLAND,56500
-119.25,35.76,2332,1.6045,INLAND,57300
-119.25,35.75,1598,1.517,INLAND,52100
-119.25,35.79,3271,1.7418,INLAND,62200
-119.25,35.78,1927,2.2981,INLAND,69900
-119.23,35.78,1612,2.1806,INLAND,67200
-119.23,35.79,2862,2.3125,INLAND,62100
-119.24,35.77,1737,1.7813,INLAND,67800
-119.23,35.77,3225,2.4044,INLAND,72500
-119.23,35.74,2275,2.033,INLAND,68400
-119.23,35.77,2636,4.1917,INLAND,84000
-118.92,35.47,1755,6.2885,INLAND,216400
-119.01,35.44,3458,2.5806,INLAND,82500
-118.93,35.44,1439,6.1563,INLAND,204200
-118.31,35.74,2327,1.8419,INLAND,92300
-118.06,35.68,1962,2.25,INLAND,67500
-118.44,35.75,3166,2.6288,INLAND,96000
-118.47,35.72,4754,2.0694,INLAND,81200
-118.5,35.7,3303,1.5957,INLAND,101400
-118.59,35.72,1491,1.4205,INLAND,90000
-118.87,35.65,1504,3.4792,INLAND,94600
-118.23,35.48,2354,1.8369,INLAND,59400
-118.33,35.64,2966,1.5667,INLAND,72500
-118.41,35.63,5907,2.3125,INLAND,96900
-118.45,35.62,2304,1.4141,INLAND,75800
-118.47,35.64,2248,1.3023,INLAND,68500
-118.48,35.61,4002,1.6236,INLAND,67300
-118.45,35.58,5396,1.8819,INLAND,69700
-118.61,35.47,2267,2.5474,INLAND,78400
-117.73,35.73,2916,3.625,INLAND,55000
-117.66,35.63,2579,2.0441,INLAND,42100
-117.67,35.65,2737,2.8,INLAND,72000
-117.68,35.65,2701,3.3269,INLAND,81900
-117.69,35.65,1131,4.0167,INLAND,87500
-117.7,35.64,2683,5.8625,INLAND,109400
-117.68,35.64,3253,5.2043,INLAND,95700
-117.67,35.64,2115,6.1935,INLAND,115700
-117.67,35.63,3661,3.0687,INLAND,63500
-117.68,35.63,4334,6.0653,INLAND,105300
-117.69,35.63,3151,5.5773,INLAND,109000
-117.7,35.62,2657,3.5931,INLAND,71900
-117.68,35.61,4241,3.5988,INLAND,84500
-117.68,35.6,1678,6.0532,INLAND,102800
-117.7,35.6,2678,3.858,INLAND,70200
-117.68,35.62,2994,2.1458,INLAND,52400
-117.64,35.61,2656,4.25,INLAND,83200
-117.66,35.62,5897,4.15,INLAND,85700
-117.66,35.61,5735,4.8494,INLAND,87200
-117.66,35.6,1740,2.5812,INLAND,91700
-117.76,35.63,2014,3.9261,INLAND,101300
-117.68,35.55,3811,5.5551,INLAND,142500
-117.81,35.65,1124,1.8984,INLAND,54300
-117.87,35.73,2566,4.1518,INLAND,91800
-117.84,35.54,1751,5.0762,INLAND,98000
-117.74,35.65,2357,3.1755,INLAND,81700
-117.84,35.35,1913,1.9962,INLAND,50800
-118,35.05,1739,3.4015,INLAND,86500
-117.82,35.03,2555,3.3693,INLAND,71800
-117.76,35.22,18,1.625,INLAND,275000
-117.79,35.21,2,2.375,INLAND,137500
-118.01,35.12,1926,3.3889,INLAND,68500
-117.98,35.13,4849,3.5391,INLAND,81900
-117.95,35.13,2630,4.25,INLAND,104400
-117.95,35.08,83,4.875,INLAND,141700
-117.98,35.1,923,4.5724,INLAND,84500
-117.99,35.16,2180,2.875,INLAND,87800
-118.27,34.92,873,2.9583,INLAND,91700
-118.34,34.86,7353,2.8097,INLAND,130000
-117.68,35.03,2969,3.4338,INLAND,54900
-117.68,34.99,1589,4.2292,INLAND,64400
-117.65,35,1184,1.9107,INLAND,39800
-118.15,34.86,4597,2.6149,INLAND,83500
-118.17,34.87,1507,3.0184,INLAND,87900
-118.19,34.87,2103,5.0553,INLAND,111100
-118.17,34.86,2370,2.7361,INLAND,83300
-118.15,35.06,1069,2.0441,INLAND,73300
-118.16,35.05,1297,2.5875,INLAND,68900
-118.19,35.05,2992,3.7452,INLAND,83200
-118.15,35.04,1671,2.16,INLAND,56800
-118.51,35.16,4371,4.625,INLAND,136800
-118.66,35.2,9664,4.0581,INLAND,162900
-118.34,35.27,2939,2.3917,INLAND,79000
-118.48,35.14,8417,3.6949,INLAND,115800
-118.61,35.08,3660,3.4911,INLAND,137200
-118.61,34.99,4031,3.8917,INLAND,120800
-118.46,35.13,3109,2.6417,INLAND,94900
-118.46,35.12,4084,3.2405,INLAND,85500
-118.43,35.12,1968,3.2632,INLAND,99800
-118.44,35.13,1170,1.7917,INLAND,80000
-118.44,35.13,1899,1.8636,INLAND,67900
-118.91,35.3,1793,2.7845,INLAND,82200
-118.95,35.26,1341,4,INLAND,94500
-118.83,35.27,1190,2.6302,INLAND,81300
-118.92,35.13,1297,1.9236,INLAND,106300
-118.85,35.23,1639,1.7656,INLAND,68000
-118.82,35.23,2358,1.9688,INLAND,53900
-118.83,35.2,1959,2.1357,INLAND,53500
-118.82,35.2,2185,2.1136,INLAND,57300
-118.85,35.2,2783,1.9907,INLAND,51200
-118.91,35.27,1401,2.0921,INLAND,61400
-118.9,35.26,6145,1.9066,INLAND,54600
-118.92,35.26,3815,2.0174,INLAND,63700
-118.91,35.24,2888,1.7716,INLAND,45500
-119.69,36.41,1016,2.2885,INLAND,75000
-119.57,36.44,1860,3.4926,INLAND,94200
-119.55,36.37,1912,3.0375,INLAND,126300
-119.69,36.38,1688,3.3214,INLAND,103100
-119.78,36.37,831,3.1406,INLAND,100000
-119.83,36.37,1549,2.7159,INLAND,101400
-119.87,36.34,1414,2.9167,INLAND,83900
-119.93,36.32,8363,2.0285,INLAND,106300
-119.79,36.32,3252,3.0667,INLAND,75800
-119.77,36.32,3400,3.9926,INLAND,92500
-119.78,36.31,1287,3.1667,INLAND,126400
-119.77,36.31,3677,2.6218,INLAND,69100
-119.79,36.31,4984,2.2937,INLAND,72300
-119.77,36.3,2202,2.1038,INLAND,62000
-119.78,36.3,1846,2.1681,INLAND,66600
-119.79,36.3,1717,4.3438,INLAND,93100
-119.79,36.29,1265,4.2917,INLAND,104200
-119.82,36.32,942,2.0673,INLAND,87500
-119.78,36.33,1006,3.2386,INLAND,112500
-119.78,36.27,1871,4.5714,INLAND,100800
-119.8,36.29,479,5.1728,INLAND,107500
-119.81,36.28,544,3.1071,INLAND,56100
-119.72,36.34,1287,3.2019,INLAND,112500
-119.72,36.32,1185,2.2721,INLAND,52600
-119.7,36.32,1178,2.6477,INLAND,43500
-119.73,36.31,2440,2.8281,INLAND,60200
-119.7,36.3,956,2.2895,INLAND,62000
-119.67,36.35,1090,4.9432,INLAND,118800
-119.65,36.37,3725,3.5486,INLAND,148000
-119.65,36.35,1745,4.3911,INLAND,107900
-119.65,36.35,3148,2.8788,INLAND,85500
-119.66,36.35,1724,3.1094,INLAND,91900
-119.64,36.36,2360,5.2134,INLAND,97400
-119.64,36.35,3182,3.8108,INLAND,90400
-119.63,36.35,1684,4.2396,INLAND,90600
-119.62,36.35,3674,2.6145,INLAND,80300
-119.64,36.35,1765,2.8125,INLAND,70200
-119.63,36.34,1463,3.5536,INLAND,71400
-119.63,36.33,2928,1.8385,INLAND,67500
-119.61,36.33,1492,3.0139,INLAND,61500
-119.63,36.32,1518,2.2333,INLAND,61000
-119.66,36.34,1338,2.6397,INLAND,59700
-119.65,36.34,1730,1.8529,INLAND,67200
-119.65,36.34,1869,3.0846,INLAND,76100
-119.64,36.34,2958,1.8606,INLAND,56700
-119.64,36.33,3095,1.4524,INLAND,51700
-119.65,36.33,1257,2.3523,INLAND,59100
-119.65,36.33,1059,1.3882,INLAND,53800
-119.68,36.32,592,1.7596,INLAND,120800
-119.67,36.33,1241,2.9375,INLAND,81700
-119.66,36.33,2048,4.0909,INLAND,92800
-119.66,36.33,1623,1.4194,INLAND,58100
-119.66,36.32,2652,2.3256,INLAND,56800
-119.68,36.32,1325,2.5833,INLAND,54400
-119.68,36.31,2739,2.9936,INLAND,60600
-119.66,36.3,1147,3.3681,INLAND,70500
-119.65,36.32,1294,1.5433,INLAND,50400
-119.64,36.32,2205,1.3569,INLAND,43100
-119.65,36.3,941,2.3466,INLAND,53400
-119.64,36.31,1513,1.5909,INLAND,50100
-119.61,36.31,1847,1.8839,INLAND,46300
-119.57,36.27,2673,2.625,INLAND,97400
-119.69,36.25,2011,2.395,INLAND,94100
-119.63,36.18,207,2.4286,INLAND,100000
-119.59,36.11,752,2.25,INLAND,50000
-119.57,36.09,2015,2.3889,INLAND,53200
-119.58,36.1,1382,1.3967,INLAND,46500
-119.56,36.1,424,1.5313,INLAND,43800
-119.56,36.1,1093,2.13,INLAND,50800
-119.56,36.09,1648,3.2847,INLAND,64700
-119.56,36.09,1267,1.85,INLAND,52300
-119.56,36.08,766,1.6607,INLAND,42100
-119.58,36.11,2004,2.2169,INLAND,61600
-119.57,36.1,1461,1.5727,INLAND,54800
-119.57,36.1,1729,3.5313,INLAND,68800
-119.57,36.1,1676,2.0595,INLAND,60700
-119.74,36.15,1548,2.4688,INLAND,61300
-119.9,36.2,187,1.875,INLAND,137500
-119.82,36.19,1293,2.0221,INLAND,52200
-119.99,36.09,333,0.4999,INLAND,100000
-119.96,35.99,1047,2.0976,INLAND,47700
-119.8,36.02,156,3.05,INLAND,225000
-120.14,36.04,2533,2.9708,INLAND,60900
-120.12,36.01,1165,2.2167,INLAND,48500
-120.14,36,1726,2.0335,INLAND,43900
-120.12,35.99,2049,2.25,INLAND,56200
-120.13,35.87,48,2.375,INLAND,71300
-120,35.91,259,3.125,INLAND,62500
-122.89,39.42,411,0.4999,INLAND,73500
-122.9,39.23,1295,3.9519,INLAND,98900
-122.91,39.18,89,2.0208,INLAND,72500
-122.91,39.17,202,4.35,INLAND,68300
-122.9,39.17,1314,2.575,INLAND,73600
-122.88,39.14,1125,2.2188,INLAND,106300
-123.07,39.12,1098,3.8333,<1H OCEAN,92600
-122.95,39.13,380,3.25,INLAND,137500
-122.89,39.11,1588,2.2551,INLAND,71100
-122.9,39.09,2483,1.9141,INLAND,143200
-122.92,39.08,341,4,INLAND,166300
-122.94,39.1,681,2.8906,INLAND,140600
-122.99,39.02,1582,3.45,<1H OCEAN,164100
-122.91,39.07,2202,2.4423,INLAND,102300
-122.91,39.06,1236,1.939,INLAND,100300
-122.92,39.05,1548,3.5652,INLAND,119000
-122.91,39.05,1128,3.2216,INLAND,93500
-122.92,39.05,3131,2.5457,INLAND,80700
-122.91,39.05,789,3.7667,INLAND,95000
-122.91,39.03,2374,1.3532,INLAND,95800
-122.7,39.14,532,3.3929,INLAND,108300
-122.87,39.13,1927,1.6369,INLAND,86500
-122.86,39.08,3127,2.0417,INLAND,78800
-122.83,39.09,2191,1.4679,INLAND,94700
-122.79,39.09,1798,1.625,INLAND,66800
-122.8,39.08,1880,1.4676,INLAND,65000
-122.79,39.08,952,1.5208,INLAND,89000
-122.78,39.05,1601,2.6181,INLAND,108900
-122.53,39.09,1264,1.3,INLAND,69700
-122.69,39.04,254,2.7639,INLAND,112500
-122.73,39.04,1618,1.9833,INLAND,111500
-122.69,39.02,2199,2.1094,INLAND,72400
-122.66,39.03,1446,1.165,INLAND,53300
-122.66,39.02,3715,1.7446,INLAND,109400
-122.7,39,793,2.3125,INLAND,162500
-122.7,38.99,1177,2.3558,INLAND,134700
-122.65,38.99,4279,1.8571,INLAND,75900
-122.52,38.99,975,1.6607,INLAND,77800
-122.68,38.98,2300,2.1838,INLAND,109700
-122.65,38.97,1856,1.1912,INLAND,60000
-122.63,38.96,1708,1.75,INLAND,64000
-122.62,38.95,2230,1.6865,INLAND,58800
-122.62,38.94,1731,2.3179,INLAND,57500
-122.61,38.93,231,4.3897,INLAND,71300
-122.6,38.93,1657,1.4767,INLAND,62000
-122.62,38.96,1914,2.0577,INLAND,69000
-122.63,38.96,2507,2.3083,INLAND,60200
-122.65,38.96,2143,1.6769,INLAND,63200
-122.64,38.96,883,1.7273,INLAND,58200
-122.64,38.95,1503,1.2029,INLAND,68900
-122.63,38.95,686,1.7083,INLAND,77300
-122.63,38.94,661,1.7566,INLAND,49000
-122.63,38.94,3844,1.125,INLAND,81800
-122.62,38.94,524,1.5455,INLAND,55000
-122.7,38.97,2554,3.2375,INLAND,114200
-122.75,39.01,4162,3.4187,INLAND,200500
-122.79,39.02,642,1.8833,INLAND,96900
-122.78,38.97,5175,3.0466,INLAND,97300
-122.69,38.94,1245,3.125,INLAND,93400
-122.71,38.91,41,1.375,INLAND,55000
-122.86,39.05,1592,2.5326,INLAND,136800
-122.85,39,1580,1.8704,INLAND,88500
-122.83,38.99,289,1.6833,INLAND,113900
-122.83,38.98,1383,1.6164,INLAND,77800
-122.84,38.98,939,1.7196,INLAND,75000
-122.92,38.97,2067,2.9934,<1H OCEAN,134200
-122.89,38.93,1214,2.7188,<1H OCEAN,105700
-122.83,38.96,1318,1.8692,INLAND,93800
-122.77,38.92,712,4.0119,INLAND,119400
-122.83,38.89,640,3.4514,<1H OCEAN,100000
-122.72,38.88,2781,1.9906,INLAND,96600
-122.74,38.83,4515,3.3531,<1H OCEAN,90800
-122.48,38.9,304,2.1964,INLAND,112500
-122.59,38.92,1410,2.1953,INLAND,75000
-122.6,38.9,292,2.9583,INLAND,91700
-122.62,38.92,520,1.8417,INLAND,84700
-122.65,38.92,70,4.125,INLAND,112500
-122.64,38.87,1177,1.5739,INLAND,73500
-122.5,38.82,2394,2.5625,INLAND,109200
-122.51,38.76,2589,4.0435,INLAND,132600
-122.55,38.81,3639,3.8831,INLAND,132100
-122.59,38.78,764,3.375,INLAND,103100
-122.66,38.81,852,3.4375,INLAND,83300
-122.68,38.76,994,2.3125,INLAND,67900
-122.62,38.73,1425,2.1474,INLAND,85300
-122.64,38.71,531,2.625,INLAND,89600
-122.52,38.7,102,0.536,INLAND,87500
-121.11,41.07,1707,2.7188,INLAND,48100
-120.96,41.12,779,2.5,INLAND,59200
-121.07,40.85,976,3.6641,INLAND,80800
-120.38,40.98,777,1.6833,INLAND,40000
-120.35,40.63,240,3.625,INLAND,200000
-120.77,40.65,2635,1.7214,INLAND,118300
-121.02,40.51,890,3.3036,INLAND,78300
-120.96,40.28,683,2.5,INLAND,64100
-121.03,40.35,5486,2.1833,INLAND,49500
-120.67,40.5,5343,3.5962,INLAND,85900
-120.57,40.43,2045,2.6902,INLAND,71500
-120.66,40.42,1450,2.5074,INLAND,66400
-120.65,40.42,3240,2.1875,INLAND,64300
-120.66,40.41,2081,2.2992,INLAND,70200
-120.64,40.41,1741,1.5066,INLAND,59300
-120.71,40.36,4462,3.5536,INLAND,105700
-120.58,40.37,3412,2.2661,INLAND,61800
-120.42,40.38,1652,2.4757,INLAND,85600
-120.36,40.45,689,1.7333,INLAND,70000
-120.51,40.41,36,5.5179,INLAND,67500
-120.54,40.29,3391,3.4028,INLAND,91000
-120.49,40.31,1821,3.4643,INLAND,85100
-120.37,40.17,789,2.1198,INLAND,73500
-120.2,40.26,2399,2.6765,INLAND,47600
-120.09,39.92,2335,1.7267,INLAND,60700
-118.27,34.27,5205,6.1946,<1H OCEAN,276100
-118.28,34.26,1079,4.9833,<1H OCEAN,213000
-118.29,34.26,3177,4.008,<1H OCEAN,191100
-118.3,34.26,2824,3.5568,<1H OCEAN,184500
-118.3,34.26,2186,4.81,<1H OCEAN,191900
-118.28,34.25,2045,3.5214,<1H OCEAN,197600
-118.28,34.25,2559,2.6036,<1H OCEAN,162100
-118.29,34.25,1988,2.4727,<1H OCEAN,175000
-118.29,34.25,5568,3.0795,<1H OCEAN,161500
-118.27,34.25,2489,5.0234,<1H OCEAN,257600
-118.27,34.25,2091,4.4485,<1H OCEAN,261900
-118.27,34.24,2180,6.3688,<1H OCEAN,277600
-118.27,34.25,779,4.6635,<1H OCEAN,230100
-118.27,34.25,699,4.4375,<1H OCEAN,195800
-118.28,34.24,2542,4.45,<1H OCEAN,263600
-118.28,34.24,3390,5.6184,<1H OCEAN,316900
-118.3,34.25,1300,3.1523,<1H OCEAN,176700
-118.33,34.24,6434,4.2639,<1H OCEAN,293300
-118.35,34.22,9259,5.997,<1H OCEAN,228700
-118.35,34.22,1260,4.1302,<1H OCEAN,258300
-118.35,34.21,1470,3.275,<1H OCEAN,181400
-118.35,34.21,1073,3.75,<1H OCEAN,172600
-118.31,34.28,3258,5.1145,<1H OCEAN,219900
-118.31,34.27,1446,6.0808,<1H OCEAN,215600
-118.3,34.26,1510,3.599,<1H OCEAN,176500
-118.3,34.26,1065,4.1964,<1H OCEAN,185900
-118.31,34.26,2264,4.2685,<1H OCEAN,189600
-118.31,34.26,1297,3.0583,<1H OCEAN,160300
-118.31,34.26,1797,4.1339,<1H OCEAN,187300
-118.32,34.26,3690,4.4875,<1H OCEAN,222700
-118.35,34.28,3214,4.6944,<1H OCEAN,248200
-118.33,34.27,3034,3.1349,<1H OCEAN,230200
-118.35,34.27,604,6.2037,<1H OCEAN,205400
-118.34,34.26,1776,5.2661,<1H OCEAN,314900
-118.35,34.25,2795,6.1464,<1H OCEAN,354400
-118.36,34.26,3677,6.838,<1H OCEAN,378000
-118.3,34.26,1643,3.1607,<1H OCEAN,200600
-118.3,34.25,1442,4.5833,<1H OCEAN,197300
-118.31,34.26,1444,5.76,<1H OCEAN,239400
-118.31,34.26,1882,3.8,<1H OCEAN,217100
-118.32,34.26,5106,4.4375,<1H OCEAN,191500
-118.39,34.28,4694,4.4818,<1H OCEAN,166200
-118.38,34.28,4428,4.7932,<1H OCEAN,166300
-118.4,34.28,6573,3.3304,<1H OCEAN,154900
-118.38,34.27,3248,2.8214,<1H OCEAN,158300
-118.41,34.29,1008,3.35,<1H OCEAN,147600
-118.41,34.29,1591,4.2969,<1H OCEAN,145800
-118.42,34.28,1271,4.125,<1H OCEAN,150000
-118.41,34.28,2574,3.7566,<1H OCEAN,146700
-118.4,34.28,3517,2.6652,<1H OCEAN,164800
-118.42,34.28,822,3.2865,<1H OCEAN,133300
-118.42,34.28,1999,2.8,<1H OCEAN,144300
-118.42,34.27,1209,1.6295,<1H OCEAN,134300
-118.42,34.27,937,3.3214,<1H OCEAN,131300
-118.42,34.27,674,2.6667,<1H OCEAN,147800
-118.43,34.28,1384,3.0132,<1H OCEAN,142600
-118.43,34.27,1130,4.2353,<1H OCEAN,156800
-118.43,34.27,1002,3.024,<1H OCEAN,148000
-118.42,34.27,1024,3.225,<1H OCEAN,147500
-118.43,34.26,1246,3.5104,<1H OCEAN,140900
-118.43,34.26,1269,3.2583,<1H OCEAN,147200
-118.44,34.27,777,3.4,<1H OCEAN,139600
-118.43,34.26,729,2.9519,<1H OCEAN,140900
-118.42,34.25,1545,3.6791,<1H OCEAN,148100
-118.43,34.25,1447,2.9205,<1H OCEAN,143100
-118.42,34.26,1788,2.1062,<1H OCEAN,136400
-118.41,34.26,870,2.5313,<1H OCEAN,136100
-118.42,34.26,973,3.4519,<1H OCEAN,143300
-118.42,34.26,1789,3.9,<1H OCEAN,138600
-118.41,34.27,858,2.9219,<1H OCEAN,137900
-118.42,34.27,2700,1.4867,<1H OCEAN,124000
-118.4,34.26,4379,4.2538,<1H OCEAN,154300
-118.4,34.25,1872,2.2019,<1H OCEAN,134200
-118.41,34.25,280,1.95,<1H OCEAN,137500
-118.41,34.25,827,2.6429,<1H OCEAN,143100
-118.41,34.25,1146,3.6016,<1H OCEAN,153800
-118.41,34.25,3447,3.2284,<1H OCEAN,157100
-118.42,34.24,2049,2.525,<1H OCEAN,163700
-118.42,34.25,1430,3.6292,<1H OCEAN,145200
-118.43,34.32,2657,4.233,<1H OCEAN,157400
-118.43,34.33,5891,5.901,<1H OCEAN,235600
-118.44,34.32,6235,4.1724,<1H OCEAN,211600
-118.42,34.31,6755,3.9583,<1H OCEAN,163200
-118.42,34.3,3334,3.6548,<1H OCEAN,180300
-118.41,34.32,6572,5.2987,<1H OCEAN,203400
-118.41,34.3,3187,5.1668,<1H OCEAN,187400
-118.42,34.32,3027,4.3409,<1H OCEAN,156000
-118.44,34.31,4151,4.0301,<1H OCEAN,154300
-118.44,34.31,3182,2.7472,<1H OCEAN,160100
-118.44,34.3,1595,3.4,<1H OCEAN,155500
-118.45,34.31,1739,4.0556,<1H OCEAN,182500
-118.45,34.32,3481,4.26,<1H OCEAN,189400
-118.46,34.32,5777,4.1514,<1H OCEAN,194100
-118.45,34.31,1532,4.4773,<1H OCEAN,173100
-118.46,34.3,2424,4.0337,<1H OCEAN,158500
-118.46,34.31,2920,4.2708,<1H OCEAN,218200
-118.47,34.32,2664,4.8988,<1H OCEAN,325200
-118.48,34.33,2384,6.0891,<1H OCEAN,270100
-118.48,34.31,1091,3,<1H OCEAN,172400
-118.47,34.3,2495,3.6736,<1H OCEAN,192200
-118.46,34.29,3668,3.0526,<1H OCEAN,183300
-118.47,34.29,4256,4.2935,<1H OCEAN,190000
-118.49,34.29,4516,9.2873,<1H OCEAN,431800
-118.49,34.28,2535,6.8695,<1H OCEAN,319400
-118.49,34.28,3508,6.6458,<1H OCEAN,285500
-118.49,34.31,1024,7.0598,<1H OCEAN,356300
-118.52,34.32,7498,8.1248,<1H OCEAN,374000
-118.51,34.3,6145,7.5078,<1H OCEAN,344000
-118.51,34.28,4239,6.3911,<1H OCEAN,301700
-118.51,34.29,1287,6.4171,<1H OCEAN,319300
-118.52,34.29,2272,7.7464,<1H OCEAN,474600
-118.52,34.3,4542,8.8467,<1H OCEAN,450700
-118.45,34.3,2676,4.3047,<1H OCEAN,152100
-118.45,34.3,4085,3.4812,<1H OCEAN,160200
-118.54,34.28,5481,6.7248,<1H OCEAN,377200
-118.55,34.28,8879,8.1125,<1H OCEAN,428600
